374,684,418,684,418,734,374,734,Latin,日
655,799,929,799,929,842,655,842,Latin,Siatiergrilun
86,871,130,871,130,900,86,900,Latin,21tuno
2650,1066,2779,1066,2779,1202,2650,1202,Latin,Nal
3398,1188,3593,1188,3593,1267,3398,1267,Latin,Gefühle
2189,1246,2261,1246,2261,1289,2189,1289,Latin,AUTISPiere
2448,1346,2448,1253,2527,1253,2527,1346,Latin,en
2544,1347,2551,1298,2699,1319,2692,1368,Latin,Verlässicheit
3017,1402,3036,1269,3618,1356,3598,1488,Latin,Menschlichkeit
2889,1459,2910,1335,2983,1347,2962,1472,Latin,do
2506,1543,2539,1431,2831,1518,2798,1630,Latin,nesrundhel
3024,1646,3102,1394,3785,1606,3707,1858,Latin,Scttonher
2884,1600,2900,1544,3036,1583,3020,1640,Latin,erleben
