2776,98,2882,98,2882,148,2776,148,Latin,a2a
2851,358,3025,327,3049,461,2874,492,Latin,GA
2643,401,2868,401,2868,492,2643,492,Latin,AREA
2650,499,3121,499,3121,562,2650,562,Latin,VIDEOSORVEGLIATA
2713,640,2755,640,2755,654,2713,654,Latin,Inforn
2762,647,2811,647,2811,654,2762,654,Latin,anvana
3036,745,3135,745,3135,759,3036,759,Latin,PVA2ASOA
1576,863,2389,805,2404,1020,1592,1078,Latin,unareti
2013,1458,2416,1427,2424,1529,2020,1560,Latin,Primaria
1635,1479,1989,1468,1992,1575,1638,1586,Latin,Cabina
1916,1605,2176,1580,2186,1684,1926,1708,Latin,Volta
