2720,176,2720,56,2924,56,2924,176,Latin,COV
1117,284,1126,248,1243,277,1234,314,Latin,Mano
1360,1292,1379,1208,1664,1273,1645,1357,Latin,Vietato
1666,1300,1687,1300,1687,1364,1666,1364,Latin,-
1672,1370,1694,1298,2001,1393,1979,1464,Latin,''scesso
1395,1386,1414,1311,1670,1375,1651,1450,Latin,Denied
1671,1465,1690,1400,1926,1471,1907,1536,Latin,aCcess
2010,1413,2080,1413,2080,1483,2010,1483,Latin,ai
2085,1508,2100,1434,2262,1466,2248,1541,Latin,cani
1521,1497,1535,1446,1777,1510,1764,1561,Latin,Regolamento
1923,1550,1934,1478,2013,1490,2003,1561,Latin,to
2009,1579,2035,1499,2217,1559,2190,1639,Latin,dogs
1775,1567,1788,1525,1889,1555,1876,1598,Latin,d'uso
1679,1600,1692,1558,1894,1619,1881,1662,Latin,Aricoloシs
1891,1568,1947,1568,1947,1610,1891,1610,Latin,del
1950,1626,1963,1581,2071,1612,2058,1657,Latin,verde
1456,1831,1472,1787,1570,1824,1553,1867,Latin,tego
2340,1848,2348,1794,2493,1817,2485,1870,Latin,600.gg
2483,1871,2497,1830,2596,1863,2582,1904,Latin,59.0g
1642,1887,1653,1845,1767,1874,1756,1915,Latin,ento
1759,1918,1773,1870,1917,1913,1903,1961,Latin,duso
1922,1965,1938,1918,2005,1941,1990,1987,Latin,del
1670,1965,1686,1912,1869,1967,1853,2020,Latin,aiticolos
1863,2024,1875,1975,1943,1992,1930,2041,Latin,23
