304,5,336,5,336,25,304,25,Latin,JI방
352,6,408,2,409,20,354,25,Latin,ZHOL
443,23,443,5,483,5,483,23,Latin,OPT
429,5,443,5,443,23,429,23,Latin,P
326,78,326,41,509,43,508,81,Latin,世果任発行
139,81,139,44,304,44,304,81,Latin,海客ᅳ第道
237,136,237,116,257,116,257,136,Latin,珈
165,136,166,112,216,115,215,138,Latin,禁意
260,137,261,115,285,116,283,139,Latin,越
216,115,231,115,231,136,216,136,Latin,ナ
287,115,306,115,306,138,287,138,Latin,세세
366,138,366,116,385,116,385,138,Latin,泉
384,115,408,115,408,139,384,139,Latin,地
406,138,407,115,470,118,469,141,Latin,灰绕线
304,117,306,117,306,130,304,130,Latin,1FM
467,119,486,119,486,140,467,140,Latin,笑
487,120,523,120,523,141,487,141,Latin,酒通
522,120,548,120,548,142,522,142,Latin,饮
545,142,547,119,570,121,568,144,Latin,#
408,168,428,168,428,192,408,192,Latin,il
158,487,162,487,162,493,158,493,Latin,12
