47,256,484,256,484,332,47,332,Latin,DIRECT
513,262,886,262,886,332,513,332,Latin,DRIVE
1702,251,2221,251,2221,356,1702,356,Latin,SYSTEM
935,335,940,239,1687,275,1683,371,Latin,TURNTABLE
2227,256,2361,256,2361,367,2227,367,Latin,小
2358,360,2361,264,2841,280,2838,376,Latin,PS-8750
302,704,769,693,771,780,304,791,Latin,RECT
1160,799,1160,723,1888,723,1888,799,Latin,START/STOP
2429,809,2431,731,2858,740,2856,819,Latin,POWER
2500,1545,2804,1545,2804,1632,2500,1632,Latin,DON
2833,1539,3182,1539,3182,1632,2833,1632,Latin,norF
