2762,506,3254,506,3254,619,2762,619,Latin,PERTUTTELE
913,684,915,537,1682,550,1680,697,Latin,PERLACITTÀ
2571,757,2572,647,3283,654,3282,765,Latin,ALTREDESTINAZIONI
186,809,397,783,433,1073,223,1099,Latin,শু구
2164,1209,2692,1199,2693,1245,2165,1256,Latin,CORRISPONDENZA
1511,1216,1785,1216,1785,1258,1511,1258,Latin,SPEDISCI
1813,1258,1813,1216,1926,1216,1926,1258,Latin,QUI
1933,1216,2144,1216,2144,1258,1933,1258,Latin,LATUA
1975,1272,2102,1272,2102,1307,1975,1307,Latin,YOUR
2116,1265,2249,1265,2249,1307,2116,1307,Latin,ITEMS
2256,1265,2376,1265,2376,1300,2256,1300,Latin,HERE
1849,1272,1968,1272,1968,1314,1849,1314,Latin,POST
2722,1379,3039,1350,3046,1427,2729,1456,Latin,FESTIVI
2298,1441,2298,1371,2636,1371,2636,1441,Latin,SABATO
2642,1436,2660,1366,2727,1383,2710,1453,Latin,m
1490,1378,1933,1378,1933,1455,1490,1455,Latin,-VENERDI
1137,1399,1483,1390,1485,1457,1139,1466,Latin,LUNEDI
2741,1462,2896,1462,2896,1525,2741,1525,Latin,ritiro
1588,1476,1757,1476,1757,1539,1588,1539,Latin,ritiro
2453,1469,2713,1469,2713,1532,2453,1532,Latin,Nessun
1321,1483,1560,1483,1560,1546,1321,1546,Latin,Ultimo
1523,1568,1707,1558,1711,1625,1526,1634,Latin,12.00
1378,1575,1490,1575,1490,1631,1378,1631,Latin,ore
2692,1603,2924,1603,2924,1652,2692,1652,Latin,SUNDAY
2945,1603,2980,1603,2980,1645,2945,1645,Latin,&
2368,1617,2691,1609,2692,1659,2369,1666,Latin,SATURDAY
2657,1666,2931,1666,2931,1715,2657,1715,Latin,HOLIDAYS
2423,1680,2635,1672,2637,1722,2425,1729,Latin,PUBLIC
1595,1701,1813,1701,1813,1750,1595,1750,Latin,FRIDAY
1272,1708,1532,1708,1532,1757,1272,1757,Latin,MONDAY
2537,1743,2608,1743,2608,1785,2537,1785,Latin,No
2614,1741,2825,1733,2827,1778,2616,1786,Latin,collection
1610,1764,1743,1764,1743,1814,1610,1814,Latin,12:00
1757,1771,1856,1771,1856,1807,1757,1807,Latin,a.m.
1230,1778,1328,1778,1328,1821,1230,1821,Latin,Last
1349,1771,1588,1771,1588,1821,1349,1821,Latin,collection:
2681,1870,3176,1846,3180,1926,2685,1950,Latin,Posteitaliane
