408,37,847,37,847,102,408,102,Latin,Warningsignals
406,161,408,101,687,110,685,171,Latin,andlights
638,172,747,172,747,221,638,221,Latin,che
412,225,412,174,645,174,645,225,Latin,indicate
412,242,577,242,577,294,412,294,Latin,doors
570,247,675,247,675,291,570,291,Latin,are
658,301,827,301,827,352,658,352,Latin,close:
413,357,414,305,593,308,592,361,Latin,about
590,311,664,308,665,354,592,356,Latin,to
520,404,822,390,825,461,523,476,Latin,notgetoff
442,398,522,398,522,448,442,448,Latin,do
544,460,842,453,843,504,545,511,Latin,trainwhen
453,463,550,463,550,511,453,511,Latin,the
661,521,862,518,863,568,662,571,Latin,orhear
450,539,660,509,668,568,458,598,Latin,yousee
457,588,736,585,737,647,458,650,Latin,thesignals
449,654,849,648,850,703,450,710,Latin,donotprevent
708,708,849,708,849,759,708,759,Latin,from
463,715,550,715,550,766,463,766,Latin,the
551,717,709,712,710,762,552,766,Latin,doors
461,829,464,770,646,778,643,837,Latin,closing
