618,1061,705,1061,705,1102,618,1102,Latin,300
880,1061,956,1061,956,1113,880,1113,Latin,北
1102,1067,1177,1067,1177,1119,1102,1119,Latin,آ٦
1445,1125,1445,1067,1533,1067,1533,1125,Latin,南
1667,1072,1743,1072,1743,1131,1667,1131,Latin,آ٦
1900,1137,1900,1084,1988,1084,1988,1137,Latin,340
629,1113,688,1113,688,1154,629,1154,Latin,M
1906,1137,1976,1137,1976,1183,1906,1183,Latin,M
991,1148,1084,1148,1084,1166,991,1166,Latin,NORTH
1445,1154,1533,1154,1533,1177,1445,1177,Latin,souTt
1550,1154,1626,1154,1626,1177,1550,1177,Latin,GNTE
1451,1341,1451,1288,1638,1288,1638,1341,Latin,সা
1900,1300,2023,1300,2023,1352,1900,1352,Latin,240.
1445,1364,1556,1364,1556,1387,1445,1387,Latin,PAGODA
1626,1370,1743,1370,1743,1393,1626,1393,Latin,BUDDHAS
797,1531,799,1470,1173,1478,1171,1540,Latin,産楼境ぉ
612,1492,699,1492,699,1545,612,1545,Latin,160
1457,1492,1550,1492,1550,1550,1457,1550,Latin,고
1540,1558,1556,1465,1765,1500,1749,1593,Latin,生祖
1888,1510,2011,1510,2011,1562,1888,1562,Latin,160.
629,1545,676,1545,676,1585,629,1585,Latin,M
851,1556,1008,1556,1008,1574,851,1574,Latin,CULTURAL
1020,1556,1131,1556,1131,1580,1020,1580,Latin,REI-IGS
1137,1562,1172,1562,1172,1580,1137,1580,Latin,OF
1457,1585,1556,1585,1556,1603,1457,1603,Latin,TOILET
944,1585,1020,1585,1020,1603,944,1603,Latin,TANG
1037,1591,1160,1591,1160,1609,1037,1609,Latin,DYNAST
1450,1766,1452,1699,1744,1706,1742,1773,Latin,グ公ス
1894,1719,1958,1719,1958,1772,1894,1772,Latin,60
1853,1813,1867,1734,1978,1753,1965,1831,Latin,AM
1451,1813,1451,1789,1597,1789,1597,1813,Latin,ADMINISTR
1609,1795,1684,1795,1684,1813,1609,1813,Latin,ATION
1702,1784,1772,1784,1772,1819,1702,1819,Latin,AR日A
