616,225,661,202,671,222,626,245,Latin,VIDAS
677,220,682,205,722,218,716,234,Latin,RUN
552,292,797,225,845,403,600,470,Latin,23
643,397,646,383,680,390,677,404,Latin,MIL
683,385,722,385,722,403,683,403,Latin,ANO
541,591,546,455,820,464,815,600,Latin,DUNER
654,641,704,641,704,651,654,651,Latin,iscritisu
606,643,675,643,675,662,606,662,Latin,adidasr
677,662,678,643,752,647,751,667,Latin,unners.it
720,706,743,706,743,714,720,714,Latin,altro
783,709,804,709,804,717,783,717,Latin,club
698,717,780,717,780,728,698,728,Latin,Toppuntamento
762,720,804,720,804,746,762,746,Latin,PENTO.R
656,735,656,725,691,725,691,735,Latin,amici
553,735,554,728,578,731,577,738,Latin,comp
667,733,691,733,691,741,667,741,Latin,sriad
572,799,601,799,601,809,572,809,Latin,#wh
