236,525,411,525,411,695,236,695,Latin,出
1126,542,1308,518,1331,691,1149,715,Latin,드
682,533,874,533,874,817,682,817,Latin,금
1555,539,1743,530,1756,813,1568,822,Latin,세
2049,537,2230,515,2269,822,2087,844,Latin,四
450,669,511,669,511,691,450,691,Latin,AG
905,778,935,778,935,796,905,796,Latin,MAL
905,800,922,800,922,813,905,813,Latin,스크
1526,844,1626,844,1626,861,1526,861,Latin,ONLAC
774,857,804,857,804,870,774,870,Latin,NEW
1526,866,1626,866,1626,892,1526,892,Latin,헌링미스트
215,1244,286,905,485,946,413,1286,Latin,회
1241,966,1360,966,1360,1193,1241,1193,Latin,6
756,1255,756,966,957,966,957,1255,Latin,대
1693,1192,1714,954,1851,967,1830,1204,Latin,0
2202,976,2398,967,2410,1208,2213,1217,Latin,%
2041,1032,2159,1032,2159,1062,2041,1062,Latin,JONZAG
2105,1128,2159,1121,2161,1140,2107,1146,Latin,DIODEK
1189,1342,1342,1342,1342,1381,1189,1381,Latin,VICHY
2063,1373,2190,1373,2190,1408,2063,1408,Latin,JONZAC
280,1705,415,1705,415,1744,280,1744,Latin,URIAGE
1185,1709,1342,1709,1342,1753,1185,1753,Latin,VICHY
2084,1737,2216,1732,2217,1770,2085,1775,Latin,JONZAC
2154,1790,2215,1784,2217,1801,2156,1807,Latin,सण니로
2085,1801,2146,1801,2146,1827,2085,1827,Latin,JONZAC
2159,1810,2199,1810,2199,1823,2159,1823,Latin,유기중
2208,1810,2256,1810,2256,1823,2208,1823,Latin,과화협정
337,1819,407,1819,407,1827,337,1827,Latin,nanpag
