865,462,940,462,940,472,865,472,Latin,OIREZION
751,467,840,467,840,482,751,482,Latin,CrlTURALE
1107,477,1109,462,1190,470,1188,485,Latin,LarRONICo
691,492,691,482,721,482,721,492,Latin,TI
1263,517,1343,517,1343,537,1263,537,Latin,2016
492,547,562,547,562,567,492,567,Latin,1996
1134,577,1288,577,1288,636,1134,636,Latin,e21.00
1014,587,1129,587,1129,641,1014,641,Latin,17.00
806,592,910,592,910,651,806,651,Latin,2016
612,602,796,602,796,666,612,666,Latin,dicembre
935,592,1014,592,1014,646,935,646,Latin,ore:
552,607,607,607,607,661,552,661,Latin,17
1154,691,1283,691,1283,731,1154,731,Latin,TEATRO
1009,694,1138,686,1141,735,1012,743,Latin,BABELE
925,706,995,706,995,741,925,741,Latin,CÜN
611,717,910,709,911,745,612,753,Latin,COLLABORAZIONE
562,726,597,726,597,756,562,756,Latin,IN
170,805,1704,745,1729,1389,195,1449,Latin,NATA니
522,1432,522,1332,1084,1332,1084,1432,Latin,CHRISTMAS
448,1357,517,1357,517,1427,448,1427,Latin,A
965,1422,1164,1422,1164,1477,965,1477,Latin,TEATRALE
736,1477,736,1432,950,1432,950,1477,Latin,VERSIONE
1154,1474,1341,1458,1345,1511,1159,1526,Latin,Dickens
945,1481,1139,1481,1139,1526,945,1526,Latin,CHÀRLES
887,1488,944,1479,951,1525,893,1533,Latin,DI.
665,1497,870,1490,871,1531,667,1538,Latin,ROMANZO
567,1501,661,1501,661,1541,567,1541,Latin,DAL
1019,2123,1159,2123,1159,2158,1019,2158,Latin,CoBETTI
804,2157,806,2124,907,2130,905,2163,Latin,RÉGIA
931,2127,1001,2120,1005,2158,935,2165,Latin,SAL
1033,2248,1457,2237,1459,2307,1035,2317,Latin,WAGNER
522,2252,602,2252,602,2322,522,2322,Latin,al
632,2257,1009,2257,1009,2342,632,2342,Latin,TEATRO
1112,2325,1268,2319,1269,2356,1114,2362,Latin,Milano
705,2361,706,2324,847,2331,845,2368,Latin,Piazza
870,2337,1034,2337,1034,2371,870,2371,Latin,Wagner
1054,2332,1084,2332,1084,2361,1054,2361,Latin,2
1370,2377,1442,2370,1444,2395,1372,2402,Latin,propri
542,2376,567,2376,567,2401,542,2401,Latin,Si
1238,2401,1238,2381,1288,2381,1288,2401,Latin,con
1293,2376,1358,2376,1358,2396,1293,2396,Latin,mezzi
572,2401,572,2381,641,2381,641,2401,Latin,arriva
646,2386,691,2386,691,2406,646,2406,Latin,con
701,2406,701,2381,766,2381,766,2406,Latin,MM1
776,2386,865,2386,865,2411,776,2411,Latin,Wagner
1034,2386,1069,2386,1069,2406,1034,2406,Latin,67
1079,2386,1134,2386,1134,2406,1079,2406,Latin,e61
1142,2387,1227,2378,1230,2406,1145,2415,Latin,oppure
880,2386,940,2386,940,2411,880,2411,Latin,Tram
955,2386,980,2386,980,2411,955,2411,Latin,16
990,2386,1034,2386,1034,2411,990,2411,Latin,Bus
1342,2476,1636,2461,1637,2487,1343,2502,Latin,teliscompany2016@libero.it
363,2486,492,2486,492,2506,363,2506,Latin,Informazioni
522,2486,651,2486,651,2506,522,2506,Latin,prenotazioni
666,2486,691,2486,691,2506,666,2506,Latin,02
1253,2486,1298,2486,1298,2506,1253,2506,Latin,com
701,2486,766,2486,766,2506,701,2506,Latin,2826
766,2491,806,2491,806,2511,766,2511,Latin,786
1109,2491,1248,2491,1248,2511,1109,2511,Latin,felixcompany
850,2491,920,2491,920,2511,850,2511,Latin,39394
930,2491,1004,2491,1004,2511,930,2511,Latin,61215
1049,2511,1049,2496,1104,2496,1104,2511,Latin,WWW
905,2525,985,2525,985,2540,905,2540,Latin,Ingresso
1029,2521,1084,2521,1084,2540,1029,2540,Latin,15.00
