1257,2,1733,-5,1750,1202,1274,1209,Latin,WYF.
1770,290,1993,284,2004,677,1780,683,Latin,회원
1786,475,1865,475,1865,504,1786,504,Latin,-
1779,848,1793,647,2023,663,2008,864,Latin,65
965,783,1139,774,1146,914,972,922,Latin,L
1775,1050,1782,862,2037,872,2030,1059,Latin,井ड
1800,1260,1800,1058,2074,1058,2074,1260,Latin,富关
530,3471,1340,1422,2435,1854,1626,3904,Latin,중자과과
1814,1760,1836,1539,2124,1567,2102,1788,Latin,종음
878,1890,897,1716,1089,1738,1070,1912,Latin,2
1831,1816,2107,1790,2130,2031,1855,2058,Latin,*民
864,1901,1094,1901,1094,2138,864,2138,Latin,ب실
1850,2030,2138,2030,2138,2347,1850,2347,Latin,RO
1844,2352,2155,2317,2190,2633,1879,2667,Latin,डै
787,3064,848,2334,1107,2356,1045,3086,Latin,ب가과
1860,3011,1910,2611,2217,2649,2167,3049,Latin,R
