892,79,1042,54,1055,133,905,158,Latin,Talis
427,139,509,124,513,145,430,159,Latin,ilpolrodio
1117,209,1144,209,1144,249,1117,249,Latin,R
434,297,530,284,533,307,437,319,Latin,Cirxpo
442,396,520,386,523,413,446,423,Latin,DNETROPOL
183,407,279,386,286,415,190,436,Latin,JFFISSIONI
0,1518,0,409,530,409,530,1518,Latin,CENTE
847,999,850,968,968,979,965,1011,Latin,PRESENTA
618,1408,665,1030,1248,1102,1201,1481,Latin,新대建geル
757,1237,757,1215,801,1215,801,1237,Latin,-
944,1251,984,1251,984,1269,944,1269,Latin,aslicalada
585,1765,665,1445,1051,1541,971,1862,Latin,録임래
26,1837,169,1798,188,1868,45,1907,Latin,জ্واط
500,1843,557,1829,578,1913,521,1927,Latin,30
562,2086,696,1817,1241,2089,1106,2358,Latin,있대
494,1896,494,1874,516,1874,516,1896,Latin,m
552,1909,579,1909,579,1932,552,1932,Latin,E
505,1951,522,1912,583,1938,566,1977,Latin,ই2ز야
642,2348,718,2202,1043,2372,967,2517,Latin,CODSPO
