1968,644,1986,435,2363,468,2345,677,Latin,特ル7
539,485,1073,478,1076,653,542,660,Latin,サービス
2578,509,2844,496,2854,704,2588,717,Latin,*낭!
2080,656,2627,550,2659,716,2112,822,Latin,おぐ艺チ
2327,610,2344,610,2344,643,2327,643,Latin,1
653,713,1226,713,1226,864,653,864,Latin,ウウンター
573,1590,579,1446,1109,1465,1104,1609,Latin,SUBARU
1037,1474,1096,1474,1096,1490,1037,1490,Latin,公ナなら
2169,1770,2172,1563,2751,1571,2748,1777,Latin,있짐x로厅
1490,1733,1490,1604,1793,1604,1793,1733,Latin,W.C
505,1649,1075,1561,1102,1738,532,1826,Latin,JCOFFEE
621,1820,815,1820,815,1917,621,1917,Latin,33
800,1810,958,1788,975,1905,817,1928,Latin,ب!
697,1912,697,1895,734,1895,734,1912,Latin,O番3
