757,1222,765,1123,1440,1178,1432,1277,Latin,CONLUCEVERDE
762,1322,771,1231,1494,1299,1486,1390,Latin,ACCESA.PREMERE
764,1335,793,1335,793,1352,764,1352,Latin,স乐堂
758,1438,766,1334,1428,1384,1420,1488,Latin,NPULSANTER
781,1520,788,1431,1074,1454,1066,1544,Latin,APRIRE.
779,1607,787,1525,1006,1547,998,1629,Latin,WHEN
992,1633,1001,1554,1263,1583,1254,1663,Latin,GREEN
1248,1664,1267,1544,1469,1576,1450,1696,Latin,LIGH
777,1705,789,1613,984,1637,973,1730,Latin,1SON.
974,1722,985,1642,1221,1676,1210,1756,Latin,PUSH
1209,1759,1217,1680,1445,1705,1436,1784,Latin,BUTTO
786,1791,794,1710,903,1721,895,1802,Latin,TO
894,1805,904,1727,1122,1753,1113,1831,Latin,OPEN.
799,1950,810,1873,1165,1925,1154,2003,Latin,CONLUCE
802,2038,811,1963,1060,1991,1051,2067,Latin,ROSSA
1050,2067,1064,1994,1323,2046,1309,2119,Latin,ACCESES
797,2114,812,2037,1145,2100,1131,2177,Latin,LAPORTA
816,2110,857,2110,857,2133,816,2133,Latin,GARPER
1133,2171,1145,2098,1436,2146,1423,2219,Latin,EPUOR
808,2189,819,2120,1146,2174,1135,2243,Latin,SERVIZIO.
814,2261,826,2199,1021,2238,1009,2300,Latin,WHEN
1017,2304,1026,2240,1163,2259,1154,2323,Latin,RED
822,2291,886,2291,886,2366,822,2366,Latin,IS
1162,2332,1173,2266,1376,2299,1365,2366,Latin,LIGHT
880,2347,893,2286,1021,2314,1008,2375,Latin,ON.
1014,2373,1028,2312,1167,2344,1153,2405,Latin,THE
828,2366,886,2366,886,2431,828,2431,Latin,9
1157,2413,1167,2344,1375,2375,1364,2444,Latin,DOOR
884,2435,892,2361,1043,2376,1035,2451,Latin,OUT
1033,2454,1045,2392,1148,2413,1136,2475,Latin,OF
1139,2488,1150,2416,1391,2452,1381,2524,Latin,ORDER
