1026,427,1420,427,1420,853,1026,853,Latin,は
1069,923,1345,923,1345,1328,1069,1328,Latin,3
648,1372,837,1372,837,1566,648,1566,Latin,관鱼
967,1393,1415,1393,1415,1798,967,1798,Latin,銀
659,1593,837,1593,837,1787,659,1787,Latin,面
646,1996,665,1804,872,1824,853,2017,Latin,県
958,1857,1377,1840,1393,2231,974,2248,Latin,禁ै
648,2147,661,1996,854,2012,842,2163,Latin,taz로
664,2214,848,2214,848,2392,664,2392,Latin,জব
976,2656,990,2308,1411,2325,1397,2674,Latin,北
670,2408,853,2408,853,2587,670,2587,Latin,本
675,2587,853,2587,853,2759,675,2759,Latin,都
