80,577,293,577,293,616,80,616,Latin,JUN'OPERA
298,587,502,587,502,621,298,621,Latin,DELICATA.
189,636,398,636,398,676,189,676,Latin,LUMINOSA
119,691,477,691,477,731,119,731,Latin,EPIENADIUMANA
149,746,448,746,448,785,149,785,Latin,COMPASSIONE.
174,815,283,815,283,850,174,850,Latin,JOHN
288,815,433,815,433,850,288,850,Latin,UPDIKE
597,1253,597,1188,915,1188,915,1253,Latin,SHÜSAKU
915,1193,1119,1193,1119,1253,915,1253,Latin,ENDO
433,1268,1308,1268,1308,1457,433,1457,Latin,SILENZIO
766,1531,970,1531,970,1561,766,1561,Latin,ROMANZO
353,1750,462,1750,462,1829,353,1829,Latin,Da
487,1849,487,1765,791,1765,791,1849,Latin,questo
810,1782,1123,1769,1126,1849,813,1862,Latin,grande
1263,1790,1298,1790,1298,1810,1263,1810,Latin,PES
1152,1855,1154,1788,1543,1796,1541,1863,Latin,romanzo
174,1839,234,1839,234,1919,174,1919,Latin,il
239,1925,244,1854,517,1874,512,1946,Latin,nuovo
534,1943,537,1866,694,1872,691,1949,Latin,film
726,1949,726,1874,806,1874,806,1949,Latin,di
819,1957,821,1875,1190,1883,1188,1965,Latin,MARTIN
1213,1884,1740,1884,1740,1974,1213,1974,Latin,SCORSESE
282,2077,289,1995,419,2006,412,2088,Latin,DA
420,2087,423,2002,866,2019,863,2104,Latin,GENNAIO
865,2028,1099,2028,1099,2108,865,2108,Latin,2017
1102,2115,1104,2028,1628,2041,1626,2128,Latin,ALCINEMA
771,2655,1029,2655,1029,2695,771,2695,Latin,CURBACCIO
