1565,795,1754,785,1757,842,1568,851,Latin,养单位
1498,799,1568,799,1568,845,1498,845,Latin,W
1358,799,1416,799,1416,857,1358,857,Latin,葵
1422,804,1475,804,1475,851,1422,851,Latin,ル
1306,810,1352,810,1352,857,1306,857,Latin,和
1100,820,1240,813,1243,863,1102,870,Latin,园泉
1241,810,1282,810,1282,863,1241,863,Latin,西
903,828,1090,828,1090,874,903,874,Latin,海度公
1224,1113,1323,1113,1323,1207,1224,1207,Latin,IA
1107,1125,1195,1125,1195,1212,1107,1212,Latin,M
1537,1253,1709,1244,1714,1337,1542,1346,Latin,طلا
1743,1241,1824,1241,1824,1329,1743,1329,Latin,R
1408,1254,1545,1245,1551,1340,1415,1349,Latin,£5
1285,1272,1408,1263,1415,1346,1292,1356,Latin,阳
990,1281,1144,1270,1150,1356,996,1367,Latin,बर
863,1288,985,1288,985,1370,863,1370,Latin,排য়
1536,1354,1707,1343,1711,1399,1539,1409,Latin,Acade
1708,1352,1830,1352,1830,1399,1708,1399,Latin,emy
1094,1375,1510,1356,1512,1408,1097,1427,Latin,International
868,1381,1061,1381,1061,1440,868,1440,Latin,Maple
1360,1458,1816,1416,1823,1493,1367,1535,Latin,88497749
1167,1470,1247,1462,1251,1509,1172,1517,Latin,सै
884,1481,1049,1474,1051,1525,886,1532,Latin,さॉ
