1553,1935,1873,1895,1916,2240,1596,2280,Latin,P
1764,2318,1843,2318,1843,2390,1764,2390,Latin,A
1850,2318,2009,2318,2009,2390,1850,2390,Latin,ORE
1440,2592,1613,2592,1613,2693,1440,2693,Latin,30
1670,2599,2045,2599,2045,2693,1670,2693,Latin,metri
1526,2837,2095,2837,2095,2974,1526,2974,Latin,AREACE
1397,2945,1498,2945,1498,2974,1397,2974,Latin,AreaC
1689,3071,2047,3050,2056,3208,1699,3229,Latin,03.00
1454,3074,1692,3074,1692,3204,1454,3204,Latin,A€
50,3125,130,3125,130,3139,50,3139,Latin,ASINO
259,3132,310,3132,310,3154,259,3154,Latin,OVEODT
1238,3226,1354,3226,1354,3262,1238,3262,Latin,0-24
0,3593,36,3593,36,3614,0,3614,Latin,10
