656,242,661,137,1084,158,1079,263,Latin,SULLE
1117,265,1120,165,1556,178,1553,278,Latin,RAMPE
1789,565,1793,512,1908,520,1904,574,Latin,ALL'
1918,569,1921,515,2174,527,2171,582,Latin,INTERNO
2200,527,2312,527,2312,583,2200,583,Latin,DEL
2341,534,2678,534,2678,590,2341,590,Latin,PARCHEGGIO
1870,590,1961,590,1961,724,1870,724,Latin,È
2028,727,2031,611,2603,626,2600,742,Latin,VIETATO
1797,808,1800,753,2020,765,2017,820,Latin,FUMARE
2102,759,2277,759,2277,815,2102,815,Latin,USARE
2045,766,2080,766,2080,815,2045,815,Latin,E
2305,773,2495,773,2495,822,2305,822,Latin,FIAMME
2523,780,2699,780,2699,829,2523,829,Latin,LIBERE
1799,844,2151,844,2151,893,1799,893,Latin,DEPOSITARE
2179,844,2467,844,2467,900,2179,900,Latin,SOSTANZE
1798,956,1799,905,2173,913,2172,964,Latin,INFIAMMABILI
2200,914,2242,914,2242,963,2200,963,Latin,o
2270,963,2270,914,2657,914,2657,963,Latin,COMBUSTIBILI
871,1049,873,947,1237,956,1235,1059,Latin,CICLI
1244,958,1327,950,1337,1053,1254,1061,Latin,m
1792,1040,1792,991,2228,991,2228,1040,Latin,PARCHEGGIARE
2249,991,2460,991,2460,1040,2249,1040,Latin,VEICOLI
2481,1040,2491,993,2531,1001,2522,1048,Latin,A
2537,1047,2537,998,2685,998,2685,1047,Latin,G.P.L.
1799,1054,1841,1054,1841,1104,1799,1104,Latin,o
1863,1054,1989,1054,1989,1104,1863,1104,Latin,CON
2010,1054,2242,1054,2242,1104,2010,1104,Latin,PERDITE
2256,1061,2312,1061,2312,1104,2256,1104,Latin,DI
2341,1047,2692,1047,2692,1111,2341,1111,Latin,CARBURANTE
742,1174,746,1060,1469,1083,1466,1197,Latin,MOTOCICLI
1799,1118,1841,1118,1841,1167,1799,1167,Latin,o
1869,1168,1870,1115,2264,1125,2263,1178,Latin,LUBRIFICANTE
1799,1202,2073,1202,2073,1251,1799,1251,Latin,ESEGUIRE
2102,1195,2425,1195,2425,1251,2102,1251,Latin,OPERAZIONI
2509,1202,2678,1202,2678,1251,2509,1251,Latin,CALDO
2446,1202,2488,1202,2488,1251,2446,1251,Latin,A
1791,1313,1801,1264,1841,1272,1832,1321,Latin,o
1863,1265,2052,1265,2052,1314,1863,1314,Latin,PROVE
2080,1265,2291,1265,2291,1314,2080,1314,Latin,MOTORI
2059,1420,2319,1420,2319,1448,2059,1448,Latin,PARCHEGGIO
2333,1413,2579,1413,2579,1448,2333,1448,Latin,CONSENTITO
2594,1413,2685,1413,2685,1448,2594,1448,Latin,ALLE
1770,1676,1788,1406,1945,1417,1927,1687,Latin,P
2594,1462,2671,1462,2671,1490,2594,1490,Latin,CON
2073,1469,2179,1469,2179,1497,2073,1497,Latin,AUTO
2193,1462,2467,1462,2467,1497,2193,1497,Latin,ALIMENTATEA
2474,1462,2579,1462,2579,1497,2474,1497,Latin,G.P.L.
2277,1511,2488,1511,2488,1539,2277,1539,Latin,SICUREZZA
2502,1539,2502,1504,2720,1504,2720,1539,Latin,CONFORME
2024,1511,2207,1511,2207,1546,2024,1546,Latin,IMPIANTO
2228,1539,2228,1511,2263,1511,2263,1539,Latin,DI
2657,1553,2713,1553,2713,1582,2657,1582,Latin,101
2221,1553,2390,1553,2390,1589,2221,1589,Latin,AMENTO
2404,1589,2404,1553,2495,1553,2495,1589,Latin,ECE/
2509,1553,2594,1553,2594,1589,2509,1589,Latin,ONU
2601,1553,2650,1553,2650,1582,2601,1582,Latin,67
2024,1561,2073,1561,2073,1596,2024,1596,Latin,AL
2087,1561,2214,1561,2214,1596,2087,1596,Latin,REGOL
2481,1603,2544,1603,2544,1631,2481,1631,Latin,/02
2207,1610,2277,1610,2277,1638,2207,1638,Latin,D.M.
2291,1603,2348,1603,2348,1631,2291,1631,Latin,del
2355,1603,2432,1603,2432,1638,2355,1638,Latin,22/
2439,1631,2439,1603,2474,1603,2474,1631,Latin,11
861,1871,1348,1855,1351,1957,865,1972,Latin,PEDONI
