3866,605,3929,605,3929,724,3866,724,Latin,0
1757,1118,1827,1118,1827,1132,1757,1132,Latin,الكل
1975,1111,2059,1111,2059,1153,1975,1153,Latin,lun
2080,1125,2102,1125,2102,1153,2080,1153,Latin,-
2116,1125,2214,1125,2214,1167,2116,1167,Latin,ven
1940,1174,2052,1174,2052,1223,1940,1223,Latin,8.00
2109,1188,2249,1188,2249,1230,2109,1230,Latin,13.00
1792,1286,1891,1286,1891,1307,1792,1307,Latin,codice
1905,1293,1968,1293,1968,1314,1905,1314,Latin,area
1989,1293,2066,1293,2066,1314,1989,1314,Latin,SOSta
1827,1329,1870,1329,1870,1378,1827,1378,Latin,€
1912,1385,1912,1329,2137,1329,2137,1385,Latin,0.80/h
1841,1420,1841,1392,1961,1392,1961,1420,Latin,eccetto
1974,1420,1976,1394,2110,1406,2108,1433,Latin,abbonati
1722,1497,1877,1497,1877,1532,1722,1532,Latin,eccetto
1902,1539,1906,1491,2047,1502,2043,1550,Latin,veicoli
2130,1546,2207,1546,2207,1610,2130,1610,Latin,30
1719,1590,1723,1559,1789,1568,1785,1600,Latin,con
1812,1599,1816,1551,2091,1575,2086,1624,Latin,contrassegno
2031,2158,2151,2158,2151,2200,2031,2200,Latin,COSTA
2151,2158,2207,2158,2207,2200,2151,2200,Latin,23
